,Unnamed: 0,LineId,Content,EventTemplate,EventId
1193,1193,1194,TEST 1149/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1194,1194,1195,TEST 1150/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1195,1195,1196,TEST 1151/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1196,1196,1197,TEST 1152/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1197,1197,1198,TEST 1153/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1198,1198,1199,TEST 1154/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1199,1199,1200,SKIP Bug #40236 (php -a function allocation eats memory) [Zend/tests/bug40236.phpt] reason: Test doesn't support readline,SKIP Bug <*> (<*> function allocation eats memory) [<*>] reason: Test doesn't support read<*>,85ba0ba3c770910c8a9b23eeef68d759
1200,1200,1201,TEST 1155/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1201,1201,1202,TEST 1156/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1202,1202,1203,TEST 1157/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1203,1203,1204,TEST 1158/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1204,1204,1205,TEST 1159/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1205,1205,1206,TEST 1160/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1206,1206,1207,TEST 1161/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1207,1207,1208,TEST 1162/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1208,1208,1209,TEST 1163/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1209,1209,1210,TEST 1164/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1210,1210,1211,TEST 1165/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1211,1211,1212,TEST 1166/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1212,1212,1213,TEST 1167/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1213,1213,1214,TEST 1168/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1214,1214,1215,TEST 1169/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1215,1215,1216,TEST 1170/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1216,1216,1217,TEST 1171/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1217,1217,1218,TEST 1172/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1218,1218,1219,TEST 1173/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1219,1219,1220,TEST 1174/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1220,1220,1221,TEST 1175/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1221,1221,1222,TEST 1176/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1222,1222,1223,TEST 1177/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1223,1223,1224,TEST 1178/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1224,1224,1225,TEST 1179/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1225,1225,1226,TEST 1180/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1226,1226,1227,TEST 1181/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1227,1227,1228,TEST 1182/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1228,1228,1229,TEST 1183/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1229,1229,1230,TEST 1184/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1230,1230,1231,TEST 1185/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1231,1231,1232,TEST 1186/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1232,1232,1233,TEST 1187/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1233,1233,1234,TEST 1188/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1234,1234,1235,TEST 1189/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1235,1235,1236,TEST 1190/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1236,1236,1237,TEST 1191/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1237,1237,1238,TEST 1192/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1238,1238,1239,TEST 1193/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1239,1239,1240,TEST 1194/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1240,1240,1241,TEST 1195/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1241,1241,1242,TEST 1196/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1242,1242,1243,TEST 1197/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1243,1243,1244,TEST 1198/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1244,1244,1245,TEST 1199/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1245,1245,1246,TEST 1200/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1246,1246,1247,TEST 1201/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1247,1247,1248,TEST 1202/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1248,1248,1249,TEST 1203/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1249,1249,1250,TEST 1204/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1250,1250,1251,TEST 1205/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1251,1251,1252,TEST 1206/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1252,1252,1253,TEST 1207/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1253,1253,1254,TEST 1208/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1254,1254,1255,TEST 1209/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1255,1255,1256,TEST 1210/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1256,1256,1257,TEST 1211/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1257,1257,1258,TEST 1212/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1258,1258,1259,TEST 1213/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1259,1259,1260,TEST 1214/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1260,1260,1261,TEST 1215/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1261,1261,1262,TEST 1216/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1262,1262,1263,TEST 1217/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1263,1263,1264,TEST 1218/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1264,1264,1265,TEST 1219/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1265,1265,1266,TEST 1220/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1266,1266,1267,TEST 1221/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1267,1267,1268,TEST 1222/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1268,1268,1269,TEST 1223/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1269,1269,1270,TEST 1224/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1270,1270,1271,TEST 1225/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1271,1271,1272,TEST 1226/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1272,1272,1273,TEST 1227/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1273,1273,1274,TEST 1228/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1274,1274,1275,TEST 1229/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1275,1275,1276,TEST 1230/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1276,1276,1277,TEST 1231/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1277,1277,1278,TEST 1232/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1278,1278,1279,TEST 1233/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1279,1279,1280,SKIP Bug #46701 (Creating associative array with long values in the key fails on 32bit linux) [Zend/tests/bug46701.phpt] reason: this test is for 32bit platforms only,SKIP Bug <*> (Creating associative array with long values in the key fails on <*>) [<*>] reason: this test is for <*> platforms only,ce26dac3f368be87eb5d9ba416dbd0d4
1280,1280,1281,TEST 1234/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1281,1281,1282,TEST 1235/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1282,1282,1283,TEST 1236/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1283,1283,1284,TEST 1237/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1284,1284,1285,TEST 1238/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1285,1285,1286,TEST 1239/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1286,1286,1287,TEST 1240/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1287,1287,1288,TEST 1241/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1288,1288,1289,TEST 1242/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1289,1289,1290,TEST 1243/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1290,1290,1291,TEST 1244/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1291,1291,1292,TEST 1245/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1292,1292,1293,TEST 1246/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1293,1293,1294,TEST 1247/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1294,1294,1295,TEST 1248/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1295,1295,1296,TEST 1249/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1296,1296,1297,TEST 1250/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1297,1297,1298,TEST 1251/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1298,1298,1299,TEST 1252/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1299,1299,1300,TEST 1253/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1300,1300,1301,TEST 1254/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1301,1301,1302,TEST 1255/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1302,1302,1303,TEST 1256/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1303,1303,1304,TEST 1257/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1304,1304,1305,TEST 1258/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1305,1305,1306,TEST 1259/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1306,1306,1307,TEST 1260/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1307,1307,1308,TEST 1261/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1308,1308,1309,TEST 1262/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1309,1309,1310,TEST 1263/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1310,1310,1311,TEST 1264/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1311,1311,1312,TEST 1265/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1312,1312,1313,TEST 1266/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1313,1313,1314,TEST 1267/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1314,1314,1315,TEST 1268/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1315,1315,1316,TEST 1269/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1316,1316,1317,TEST 1270/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1317,1317,1318,TEST 1271/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1318,1318,1319,TEST 1272/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1319,1319,1320,TEST 1273/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1320,1320,1321,TEST 1274/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1321,1321,1322,TEST 1275/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1322,1322,1323,TEST 1276/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1323,1323,1324,TEST 1277/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1324,1324,1325,TEST 1278/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1325,1325,1326,TEST 1279/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1326,1326,1327,TEST 1280/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1327,1327,1328,TEST 1281/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1328,1328,1329,TEST 1282/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1329,1329,1330,TEST 1283/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1330,1330,1331,========DIFF========,<*>===DIFF========,096c7c2010ee826dc743bc233dba42ce
1331,1331,1332,001+ This method shouldn't be called when using parent::func!,<*> This method shouldn't be called when using <*>,9246233b30cc52b71bbfcd36c288e37e
1332,1332,1333,"001- string(26) ""A::func: This should work!""","<*> string(<*>) ""<*> This should work!""",e2f67ab64ded8845e114d060c051f54b
1333,1333,1334,========DONE========,<*>ONE<*>,8c8593d94bd7b20ecd15d6bc4530977c
1334,1334,1335,XFAIL Bug #48770 (call_user_func_array() fails to call parent from inheriting class) [Zend/tests/bug48770.phpt]   XFAIL REASON: See Bug #48770,XFAIL Bug <*> (<*> fails to call parent from inheriting class) [<*>] XFAIL REASON: See Bug <*>,43377ea06809dae472cfb3a56aba5ef5
1335,1335,1336,TEST 1284/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1336,1336,1337,TEST 1285/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1337,1337,1338,========DIFF========,<*>===DIFF========,096c7c2010ee826dc743bc233dba42ce
1338,1338,1339,"001+ string(27) ""B::func2: This should work!""","<*> string(<*>) ""<*> This should work!""",e2f67ab64ded8845e114d060c051f54b
1339,1339,1340,"002+ string(27) ""B::func3: This should work!""","<*> string(<*>) ""<*> This should work!""",e2f67ab64ded8845e114d060c051f54b
1340,1340,1341,"001- string(27) ""A::func2: This should work!""","<*> string(<*>) ""<*> This should work!""",e2f67ab64ded8845e114d060c051f54b
1341,1341,1342,"002- string(27) ""A::func3: This should work!""","<*> string(<*>) ""<*> This should work!""",e2f67ab64ded8845e114d060c051f54b
1342,1342,1343,"004+ Fatal error: Uncaught TypeError: call_user_func_array() expects parameter 1 to be a valid callback, cannot access private method B::func22() in /home/travis/build/php/php-src/Zend/tests/bug48770_2.php:22","<*> Fatal error: Uncaught TypeError: <*> expects parameter <*> to be a valid callback, cannot access private method <*> in <*>",d6b311b1d9fc9d26ced43a675a3302a5
1343,1343,1344,005+ Stack trace:,<*> Stack trace:,fd3544cea604005dca6cd2599c593116
1344,1344,1345,006+ #0 /home/travis/build/php/php-src/Zend/tests/bug48770_2.php(35): B->func('This should wor...'),<*>This should <*>'),896eddd46f2b66e8b977799eae6d85e4
1345,1345,1346,"004- Warning: call_user_func_array() expects parameter 1 to be a valid callback, cannot access private method A::func22() in %s on line %d","<*> Warning: <*> expects parameter <*> to be a valid callback, cannot access private method <*> in <*> line <*>",01a7c71ecf746c20d9e6d730fd5078f8
1346,1346,1347,005-,<*>,ff52c40c09db1af28b94617a0f985648
1347,1347,1348,"006- Warning: call_user_func_array() expects parameter 1 to be a valid callback, class 'A' does not have a method 'inexistent' in %s on line %d","<*> Warning: <*> expects parameter <*> to be a valid callback, class '<*>' does not have a method 'inexistent' in <*> on line <*>",d14a4c020bbca6dc0d2f725bf56bdbcf
1348,1348,1349,007+ #1 /home/travis/build/php/php-src/Zend/tests/bug48770_2.php(40): C->func('This should wor...'),<*>This should <*>'),896eddd46f2b66e8b977799eae6d85e4
1349,1349,1350,008+ #2 {main},<*> {<*>},1e20dd5f430da05c1a266f1b29bb8c8c
1350,1350,1351,009+   thrown in /home/travis/build/php/php-src/Zend/tests/bug48770_2.php on line 22,<*> thrown in <*> on line <*>,a1212bab7f2081eea8028429cd198dbb
1351,1351,1352,========DONE========,<*>ONE<*>,8c8593d94bd7b20ecd15d6bc4530977c
1352,1352,1353,XFAIL Bug #48770 (call_user_func_array() fails to call parent from inheriting class) [Zend/tests/bug48770_2.phpt]   XFAIL REASON: See Bug #48770,XFAIL Bug <*> (<*> fails to call parent from inheriting class) [<*>] XFAIL REASON: See Bug <*>,43377ea06809dae472cfb3a56aba5ef5
1353,1353,1354,TEST 1286/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1354,1354,1355,TEST 1287/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1355,1355,1356,========DIFF========,<*>===DIFF========,096c7c2010ee826dc743bc233dba42ce
1356,1356,1357,"004+ Fatal error: Uncaught TypeError: call_user_func_array() expects parameter 1 to be a valid callback, class 'C' does not have a method 'inexistent' in /home/travis/build/php/php-src/Zend/tests/bug48770_3.php:22","<*> Fatal error: Uncaught TypeError: <*> expects parameter <*> to be a valid callback, class '<*>' does not have a method 'inexistent' in <*>",1c7578b99489bc76ad8db700ecd2f7de
1357,1357,1358,"004- Warning: call_user_func_array() expects parameter 1 to be a valid callback, class 'B' does not have a method 'inexistent' in %s on line %d","<*> Warning: <*> expects parameter <*> to be a valid callback, class '<*>' does not have a method 'inexistent' in <*> on line <*>",d14a4c020bbca6dc0d2f725bf56bdbcf
1358,1358,1359,005+ Stack trace:,<*> Stack trace:,fd3544cea604005dca6cd2599c593116
1359,1359,1360,006+ #0 /home/travis/build/php/php-src/Zend/tests/bug48770_3.php(34): B->func('This should wor...'),<*>This should <*>'),896eddd46f2b66e8b977799eae6d85e4
1360,1360,1361,007+ #1 /home/travis/build/php/php-src/Zend/tests/bug48770_3.php(39): C->func('This should wor...'),<*>This should <*>'),896eddd46f2b66e8b977799eae6d85e4
1361,1361,1362,008+ #2 {main},<*> {<*>},1e20dd5f430da05c1a266f1b29bb8c8c
1362,1362,1363,009+   thrown in /home/travis/build/php/php-src/Zend/tests/bug48770_3.php on line 22,<*> thrown in <*> on line <*>,a1212bab7f2081eea8028429cd198dbb
1363,1363,1364,========DONE========,<*>ONE<*>,8c8593d94bd7b20ecd15d6bc4530977c
1364,1364,1365,XFAIL Bug #48770 (call_user_func_array() fails to call parent from inheriting class) [Zend/tests/bug48770_3.phpt]   XFAIL REASON: See Bug #48770,XFAIL Bug <*> (<*> fails to call parent from inheriting class) [<*>] XFAIL REASON: See Bug <*>,43377ea06809dae472cfb3a56aba5ef5
1365,1365,1366,TEST 1288/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1366,1366,1367,TEST 1289/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1367,1367,1368,TEST 1290/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1368,1368,1369,TEST 1291/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1369,1369,1370,TEST 1292/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1370,1370,1371,TEST 1293/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
1371,1371,1372,TEST 1294/13884 [2/2 concurrent test workers running],TEST <*> [<*> concurrent test workers running],f2fc1a9c8f91811f0714370a9d65f726
