,EventTemplate,Count
243075b6fecf76b7c3183b81e2ba0bf9,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>.<*>Log<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>/<*>Reporter<*>CoreCapture<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>rsn:<*>DriverLog<*>[<*>-<*>-<*>,<*>,<*>]-<*>",1
72a309c26cc8f095ad0b13e365f48869,"CCLogTap::profileRemoved, Owner: com.apple.<*>, Name: OneStats",1
10eca2a402d82ca16bbfb628784cb292,"<<<< FigByteStream >>>> FigByteStreamStatsLog<*>Read: ByteStream read of <*> bytes @ <*> took <*> sec. to complete, <*> reads <*> sec.",2
24d7d52bc21c3511a86875a52534a1c9,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>]-<*>, Current File [<*>-<*>-<*>,<*>,<*>]-<*>",20
5e27148db132fae403954ffe67d28742,network changed: v<*>(<*>) DNS- Proxy-,2
c707dae65c19c443e4ccc84113651339,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, source path:/<*>.<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, dest path:/<*>Reporter<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>n:<*>Stats<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>",1
b43c479e1e67c1ad20b9479407c1f157,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>.<*>PeerManager<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>Rep<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>n:<*>PeerManager//[<*>-<*>-<*>,<*>,<*>]-<*>",3
a1c97650ee3e61eae41de144eb16d984,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>xml, source path:/<*>.<*>Stats<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, dest path:/<*>Reporter<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>rsn:<*>Stats<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>",1
23f5645d65fc4a7078e723a33ee42b5e,ARPT: <*>: wlc_dump_aggfifo:,5
a5be564b7c5573e7583e07e290ac24ec,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>xml, source path:/<*>.<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>xml, dest path:/<*>Reporter<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>rsn:<*>Stats<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>",1
814010a8d15c6f6f57460c017838c578,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>]-CCIOReporter<*>, Current File [<*>-<*>-<*>,<*>,<*>]-CCIOReporter<*>",3
64d7abe9f170753eff98ffbe5848fe82,[<*>:<*>:<*>] <<<< CRABS >>>> crabsFlumeHostUnavailable: [<*>] Byte flume reports host unavailable.,2
5720a621d3fb4f2192ba23bfd7770b38,ARPT: <*>: wlc_dump_agg<*>o:,1
d36d1ee89488947db306cbf099642ce0,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>.<*>.<*>Log<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>/<*>Reporter<*>CoreCapture<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>rsn:<*>DriverLogs<*>[<*>-<*>-<*>,<*>,<*>]-<*>",1
dd3fa6e830a3fded038910937a7933fe,doSaveChannels<*>: Will write to: <*>Reporter<*>Capture<*>[<*>] - AuthFail:sts:<*>,4
d30eed8ee3878d20e8d519ad9da633a4,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Network is unreachable,1
2a2480f89c3b882a8b2bc83ab05e2c79,ARPT: <*>: framerdy <*> framec<*>,1
6cddbd49a36a6b4f6045d6ae3384b8f0,__<*>-[NETClientConnection evaluate<*>I<*>]_block_invoke CI<*> - Hit by torpedo! Netease<*>,1
c3ea3873c0b4dcddb26a3456f540bbc0,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://<*>-<*>.<*>princ<*>] Error Domain=NSUR<*>rrorDomain Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=k<*>Error<*> Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://<*>-<*>.<*>principal/, NSErrorFailingURLKey=https://<*>-<*>principal/, _kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://<*>-<*>.<*>principal/, NSErrorFailingURLKey=https://<*>-<*>.<*>principal/, _kCFStreamErrorDomainKey=<*>, _k<*>StreamErrorCodeKey=-<*>, NSLocalizedDescription=The request timed out.}",1
ac80dbd4660eb8c41b84c5afa8c46ade,hibernate image path: <*>image,2
c158ae63eb63aabf09634a3b67cab3e3,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,2
6571a091f7e5b03e2b70aba9814dc202,"hibernate_machine_init pagesDone <*> sum<*>, time: <*> ms, disk(<*>) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s",2
c4f4607f65de6c15a746f9cdf67b941d,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>,4
164db6d569b3702df0e661fdca00adac,hibernate_machine_init reading,2
bc7d2352c02118bd05c83b15a729f250,assertion failed: <*>: <*> [<*>]: <*>,3
b55176d9477ce2469c0947f94a03e0de,jemmytest,10
2786bf0f13fba0958d60c21d760e08a9,hibernate_setup(<*>) took <*> ms,2
52ee7bdc92253d54d3665c7e3d971a2f,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****,2
a5f756d3141e23edd01793bb4720e711,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****,1
9402eab229910511bce140b33ee90849,hciControllerOnline; HID devices? <*>,1
c17f6d5d203f80e3d7ef71aead827b23,INIT -- Host controller is published,2
3b7019f3d34746f110b5518ce1b61bd0,"polled file major <*>, minor <*>, blocksize <*>, pollers <*>",3
d960bc6773e32c8d7f1802f2c555fada,BuildActDeviceEntry exit,2
4144c799043ad416872795a6f8f93b55,__<*>-[NETClientConnection evaluate<*>I<*>]_block_invoke CI<*> - Hit by torpedo! <*>,1
b6d5e1fe5128db5ecc3e527e3223b4dd,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*>,",1
ccdef5867bc28d18d27d72448c35cd6a,Wake reason: ARPT (Network),3
c26f8a3703e0670ad99e727a4c7d2910,AppleActuatorHIDEventDriver: message service is terminated,1
bc564978807c84d619c12fbefa601f78,"CCFile::captureLog Received Capture notice id: <*>, reason = DeauthInd:<*>",1
f7095ddb9a84c772b43287c69cbf1f17,payload Data <*>,1
a67e5c994bd466214eb5b2a598625a2f,en0: <*> country code set to 'US'.,2
8efa77b8e033dd2b4faf52305a13e646,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,2
f04fb2fcc8cb0ad1b40b0af2ebcf14f7,"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>",1
23320c259f21fcabfc3b7487f027afd3,[BluetoothHIDDeviceController] EventServiceConnectedCallback,2
63941b4a9ba6d6158a3d9d3c28fc2163,[<*>:<*>:<*>] FigAgglomeratorSetObjectForKey signalled err=-<*> (kFigStringConformerError_ParamErr) (NULL key) at <*>ible<*>FigAgglomerator<*> line <*>,3
841fb0b7a7f8efbd7715a0d318b148a1,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>.<*>PeerManager<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>Rep<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>rsn:<*>PeerManager//[<*>-<*>-<*>,<*>,<*>]-<*>",1
e851fa3202fbf63557fed06142317374,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,1
773e06a341a6ddd6b10ab032cd8d6b1e,BuildActDeviceEntry enter,2
79741085347ad8eee88fbdfcde6d19e6,(ImportBailout<*>Error:<*>) Asked to exit for Diskarb,1
6917cf4c40554a0081f2948ae836a728,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/<*>ari<*> error = <*>: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/<*>ari<*>WebKit<*>XPC<*>",5
da4c7cad7de578277655b95226bfbe15,<*>-<*>-<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:<*> path=/<*>SoftwareUpdate<*>Software<*>> url=https://tools.<*> creationDate=<*> ticketVersion=<*> > )} Using server: <KSOmahaServer:<*> engine=<KSUpdateEngine:<*>> >,1
7a123c93eba85d89ea3530505d256a8f,KeychainGetICDPStatus: status: off,8
1f2687c70f55a3e023922939e27cbc1b,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/<*>ari<*>ari<*>ImageDecoder<*>Decoder error = <*>: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari<*>Web<*>PC<*>",3
ca12b11b13799f709755d1f39dcce027,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>xml, source path:/<*>.<*>[<*>-<*>,<*>,<*>]-CCIOReporter-<*>, dest path:/<*>Reporter<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>n:<*>Stats<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>",1
95a90e967e789c0a28db0921ac64c82f,ARPT: <*>: <*>::powerChange: System Sleep,17
96a1cad769b6ce9ada7119f34cd6fadd,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error<*> error <*>,1
ee54ed1a0905b63c614f6e50dc1b0fd8,Checking iCDP status for DSID <*> (checkWithServer<*>),1
68b2521bbe5671251b6cb8c2d2094cfb,AppleThunderboltNHIType<*>::prePCIWake - power up complete - took 5 us,1
c9e247eaecacd644c1206b8848acd715,network changed: v4(en0-:<*>) v6(en0-:<*>) DNS- Proxy-,1
a21373d49a82715c2a82309cad00f126,network changed: DNS*,1
5e2ccf68e2f0cc438034d3af77ecb018,"<*>-<*>SoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/<*>SoftwareUpdate<*>SoftwareUpdate<*>bundle<*>SoftwareUpdate<*>emon' with the requirement 'anchor apple generic and certificate 1[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=""<*>"" and (identifier=""<*>"")'",1
b2057cebb5c5c24e37d609237da84693,2017-<*>-<*> ksfetch[<*>] [lvl=<*>] main() ksfetch done fetching.,1
91d4b2aa8ec3ba3158180e04f508a4b2,network changed: v<*>(<*>) DNS+ Proxy+ SMB,1
21f8b57160660e3ee37136b360a96bbd,-[SOAPParser:<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),4
bcb7c35da9c4c13c57d4a35fee62039a,"CCFile::captureLog Received Capture notice id: <*>, reason = AssocFail:<*>",3
54150cb04b953dd72046c6c8acfa5467,"CCLogTap::profileRemoved, Owner: com.apple.<*>Family, Name: <*>AWDLPeerManager",2
783b9112e6599bde75c59779d5c6f23a,extension com.apple.<*> -> (<*>),1
f5509b6c56745248b57733789c7fa0ce,"[Accounts] Current connection, <NSXPCConnection: <*>> connection from pid <*>, doesn't have account access.",2
fe27ced1e063fec5d49bc55fbeae61e2,"[Accounts] Failed to update account with identifier <*>, error: Error Domain=ABAddressBookErrorDomain Code=<*> ""(<*>)""",2
dcbf6024eceb055d25441dcfb2354eb4,Session <*> created,1
a8ff15d888a22fdfe5b9805d0b9d49a7,[<*>:<*>:<*>] FigAgglomeratorSetObjectForKey signalled err=-<*> (kFigStringConformerError_ParamErr) (NULL key) at <*>ibleOutput<*>FigAgglomerator<*> line <*>,1
174184a46010a0afe4dc39ba5a19e1f1,"2017-<*>SoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://<*>.<*>com/<*>?cup2hreq=<*>&cup2key=<*>""",1
ee92b1b4823c3b0f305d8faf8da7ab84,kern_open_file_for_direct_io took <*> ms,1
466006e23a9b14960f1414e14146ab81,<*>:<*>:<*> : Starting AirDrop server for user <*> on wake,1
639bd307df5069d55c0ee7c148261ebe,CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake,3
dfcdcbbe74baf257ef120554e2794e99,Peripheral manager is not powered on,3
5486cb0bc8719f640facd4158a8a6c1e,<*>:<*>:<*> : BTLE scanner Powered On,2
df8e9bd851fcf6fe346c649524edde78,"PM response took <*> ms (<*>, WeChat)",1
151071e6e0f7d451ef2db749f98a7c21,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/<*>ari<*>ari<*> error = <*>: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/<*>ari<*>Web<*>PC<*>",3
1747aaa03138b62d92b98394a43a6ba5,Cocoa scripting error for '<*>': four character codes must be four characters long.,71
bf29ff69c2635a5e5dfb85459c83b084,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '<*>' is not a valid type name.,1
be1076f323d8e96bf8cbfc9993c66df3,objc[<*>]: Class TSUAtomic<*>UCache is implemented in both /Library/QuickLook<*>i<*>generator<*> and /<*>/<*>/PrivateFrameworks<*>. One of the two will be used. Which one is undefined.,1
681abeff0e100ed2eeb29a455aee1b25,Invalidating watch set.,1
0ec90454701c85f6c7f3be0a3850496f,objc[<*>]: Class TSUCustomFormatData is implemented in both /Library/QuickLook<*>i<*>generator<*> and /<*>/PrivateFrameworks<*>. One of the two will be used. Which one is undefined.,1
8f7fe76c8ac6165d8c275bd413ee6316,<*>:<*>:<*> : Started generating hashes,1
2267459e19200811fe17f23f8e58ab76,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1
3d88db85c3b24445ef6963dca0b63d07,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
54ff3b68c6c1df80c8a4ec637ff420cf,[<*>:<*>:<*>] (Fig) signalled err<*>,1
0b9fba009e9b372241916ec135ec3e13,[<*>:<*>:<*>] <<<< CRABS >>>> crabsWaitForLoad: [<*>] Wait time out - <*> (msRequestTimeout <*>),1
99ba92eef1f9cc965cb5de5193e99849,"Configuration Notice: ASL Module ""<*>.apple.<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",1
ac06e27f29dbb7ac1cd2179aa9559b99,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=k<*>Error<*>Network Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://<*>-<*>.<*>, NSErrorFailingURLKey=https://<*>-<*>.<*>, _kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://<*>-<*>, NSErrorFailingURLKey=https://<*>-<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=The request timed out.}",1
d32e1f2285f907f098dc08f0817f44e1,Failed to stop a scan - central is not powered on: <*>,1
e218fc50b3de8b1fd908d95c594a36a3,Wake reason: EC.SleepTimer (SleepTimer),1
61577233ba330e6e304dfc91a78c521b,**** [<*>com<*>Controller<*>][start] -- Completed (matched on Device) -- <*> ****,1
a7db7fa6882f2f9b392c7389c7003f5c,"hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>",2
c2b4de18032ec2155a92ce081dc985b6,vm_compressor_fastwake_warmup (<*> - <*>) - starting,1
26b7173e3fa84adf80057389a0ed8d6e,"<IM<*>NotificationCenterManager: <*>>: Updating enabled: YES (Topics: ( ""com.apple.private.alloy<*>pair<*>"", ""com.apple.private.alloy.<*>uity<*>enc<*>"", ""com.apple.private.alloy.<*>uity<*>"", ""com.apple.<*>"", ""com.apple.private<*>"", ""com.apple.private.alloy.<*>"", ""com.apple.<*>"", ""com.apple.private<*>"", ""com.apple.private.alloy<*>auth"", ""com.apple.private.alloy.keychainsync"", ""com.apple.private.alloy<*>"", ""com.apple.private.alloy.<*>"", ""com.apple.private.alloy.<*>haring"", ""com.apple.private.alloy<*>"", ""com.apple.private.alloy.<*>"", ""com.apple.private.alloy.<*>tether<*>"" ))",1
d1d0a933ac6e10147ac3349fb5541736,"<*>-<*>SoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.<*>com/<*>?cup2hreq=<*>&cup2key=<*>""",1
3bd673b344aa17ce714d687717984312,2017-<*> ksfetch[<*>] [lvl=<*>] main() Fetcher received a request: <NSMutableURLRequest: <*>> { URL: https://<*>.<*>?cup2hreq=<*>&cup2key=<*> },1
bb3421d4a3f7f9cc43d79f2eafd89e36,2017-<*>-<*>SoftwareUpdateAgent[<*>] [lvl=<*>] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
3f4d70ffda740bba4b3cd36ab5b6b3d1,<IM<*>NotificationCenterManager: <*>>: notification observer: <*>.<*> notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification},1
5722d0e37f86bff887b4a6054b55bf5a,CCProfileMonitor::freeResources done,1
4a19586d0d9e82ff3e3d5042cc30d9af,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, source path:/<*>.<*>Stats<*>[<*>-<*>,<*>,<*>]-CCIOReporter-<*>, dest path:/<*>Reporter<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>n:<*>Stats<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>",1
d3ed46f7a79d435e68970ac149fc743a,<IM<*>NotificationCenterManager: <*>>: NC Disabled: NO,5
b298ef52576c3a9602819dc9dda472a1,<IMMacNotificationCenterManager: <*>>: DND Enabled: NO,2
98709a6afae468a91f463d7824051672,Daemon connection invalidated!,1
39396bd634e4f894a0e2765be06784fa,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>Capture<*>.<*>Log<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>/<*>Reporter<*>CoreCapture<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>rsn:<*>DriverLogs<*>[<*>-<*>-<*>,<*>,<*>]-<*>",1
15f3b28cf876496c1580531ff6285198,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, source path:/<*>.<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, dest path:/<*>Reporter<*>Core<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>rsn:<*>Stats<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>",1
e0d6291fc896fd5e47931daaa48f9eb0,doSaveChannels<*>: Will write to: <*>Reporter<*>Capture<*>orters<*>[<*>] - AssocFail:sts:<*>,2
9d03bf24fe0b9818ad5ac10f209bc179,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>Capture<*>.<*>.<*>PeerManager<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>Rep<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>rsn:<*>PeerManager//[<*>-<*>-<*>,<*>,<*>]-<*>",1
175c3256ea28560bf16b80d232e2b56e,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>.<*>.<*>PeerManager<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>Rep<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>n:<*>PeerManager//[<*>-<*>-<*>,<*>,<*>]-<*>",1
faea86dd50e22b4e2bcf756cba88c7e3,network changed: v4(en0<*>:<*>) v6(en0:<*>) DNS! Proxy SMB,3
550ac6fa44ab1ac4801dae854d946956,"ARPT: <*>: IOPMPowerSource Information: onWake, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",2
2bdd5b481da3220e47dc2642e3ae8ebd,IOHibernatePollerOpen(<*>),2
b087d828811670e1e2ee6becf0e5a575,"hibernate_machine_init: state <*>, image pages <*>, sum was <*>, imageSize <*>, image1Size <*>, conflictCount <*>, nextFree <*>",1
592af0dbc16bb812c56b0afa69319f56,hibernate_rebuild completed - took <*> msecs,1
743ea6322f1f894b27ab57a0f8d3a2d0,AppleActuatorDevice::stop Entered,1
fce92548b451dd5d824da9fd4398d308,AppleActuatorDevice::start Entered,1
4feae0faf869422af6ae5dc82d84a99f,"bitmap_size <*>, previewSize <*>, writing <*> pages @ <*>",2
12f94b8b7d8d81d298b5863d69eb8c64,"CCFile::captureLog Received Capture notice id: <*>, reason = RoamFail:sts:<*>",1
e5d5eae17221326c7d5f9cbbec404c77,en0: manual intervention required!,1
dc619ba20a540bda25ba4132c745f834,"DB Error: <*> ""no such table: tb<*>""",3
8b27b276512f677b0131f9e3aad5b0b4,"2017-<*>-<*>SoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""https://<*>.<*>com/<*>?cup2hreq=<*>&cup2key=<*>""",1
d58b958a97945632b0e94bfb67e972e4,<IMMacNotificationCenterManager: <*>>: Updating enabled: NO (Topics: ( )),1
307a7e9a42af130e49fc995407ea022f,"setting hostname to ""calvisitor-<*>visitor<*>""",2
5fd321eb034902fd3b93c4de73532544,"arp_client_transmit(<*>) failed, Network is down (<*>)",1
c0f34bbbeb706197b107c74e55d4ca8e,-[NETClientConnection evaluateCrazyI<*>] CI<*> - Perform CrazyIvan<*>! QQ<*>,4
c9b791a4dabd3af4bc130eb8759591dd,-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID,4
49dc78af131c5b7574f56240e5b0513a,could discard act <*> inact <*> purgeable <*> cleaned <*>,2
1c1dc748ff875d24dfe6786c006102a2,"booter start at <*> ms smc <*> ms, [<*>, <*>, <*>] total <*> ms, dsply <*>, <*> ms, tramp <*> ms",1
88757de7c285f302e3a03945e298d21e,"hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = ( ""<*>"" )",1
f3eeabe07ed4c185223ac650049ce9e3,**** [Broadcom<*>etoothHostController][SetupController] -- Delay HCI Reset by <*>ms ****,1
a041eae4e3c9dadc793e3c5bb944a041,AppleActuatorHIDEventDriver: stop,2
7ced278ef1666e42be3aefb75ae1c551,**** [IOBluetooth<*>Controller<*>][start] -- completed -- result = <*> -- <*> ****,1
7725026e4d9e93c6a7bd453da053bef4,AppleActuatorDeviceUserClient::start Entered,1
d895eff7b9b31026b062bad3148b3ebd,2017-<*>-<*> ksfetch[<*>] [lvl=<*>] main() Fetcher is exiting.,1
be08abccc20be535bfba0cf0f0b3c9f1,[<*>:<*>] FigAgglomeratorSetObjectForKey signalled err=-<*> (kFigStringConformerError_ParamErr) (NULL key) at <*>ible<*>FigAgglomerator<*> line <*>,1
75336233da606d0e3f6317815e526b88,"Google Chrome He[<*>] triggered unnest of range <*> of DYLD shared region in VM map <*>. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
4784fd36cbf9f7bc4a7303d7bfa96135,hibernate_page_list_setall(preflight <*>) start,1
ecf181448cdcc6287aba7254659438b4,hibernate_page_list_setall time: <*> ms,1
13c45b7840c046595d4fe6e5ace740b8,IOPolledFilePollersOpen(<*>) <*> ms,1
de24e21c5e7b75ac7b4d2675eac8950f,hibernate_teardown completed - discarded <*>,1
d7810eb27b6f5098ac74135634a102e5,AppleActuatorDeviceUserClient::stop Entered,1
b8937c3e8ee4d806b4fc632ae1fe5201,"Opened file <*>image, size <*>, extents <*>, maxio <*>",1
da7ac20754f745b79b0d97d1028db684,[IOBluetoothHostController::setConfigState] calling registerService,1
5ba1fe7343e3ee13dcd663c8e7938841,[HID] [MT] AppleMultitouchDevice::start entered,1
91bd85b4848eb735308fed28e0c934d9,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://<*>princ<*>] Error Domain=NSUR<*>rrorDomain Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=k<*>Error<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://<*>principal/, NSErrorFailingURLKey=https://<*>-<*>principal/, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://<*>principal/, NSErrorFailingURLKey=https://<*>-<*>principal/, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",1
f6b506b5fa488c6187c3c2cbcd41336a,Unable to start NetBIOS name service:,2
71b9734e0d8f3ce779f947fa4c2cbcae,Got an XPC error: Connection invalid,1
f774d334a960852eb38257660057df1d,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.<*>aredFileList<*>Applications,1
08ca9fc7085e5e902b14dddbd32ca967,<*>-<*> ksfetch[<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*>> { URL: https://tools.<*>?cup2hreq=<*>&cup2key=<*> }) to folder:/<*>KSOutOfProcessFetcher<*>,1
6c82abe908f9642cbd4fef61b2f3d84b,2017-<*>-<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,1
5ede79128610fa6a7fcf0bb66609e854,no sleep images for WillPowerOffWithImages,1
1d8f9e52036f68d39309352e6ba86c92,ChromeExistion main isUndetectWithCommand = <*>,2
d7a8b8173dcdc83cd6eccb1d9e5c13b1,after trim url = https<*>.<*>newtab?rlz=<*>&espv=<*>&ie=UTF-8,1
2408d977aca4b975278a95e0320a3675,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",1
e4561c04066a32e4bceccfae6bed0c1e,url host = www.<*>,1
8aa55ec73faf196ec682ab33a94135b4,the url = http://<*>u<*>?<*>,1
