,EventTemplate,Count
a05b973df32ac274e134ff31e8cbf004,<*> test_time_spring_type3_dt_type2_st: SUB: <*> = <*>,2
0d58daf68b3909e4b20c26a20df73173,<*> test_time_spring_type3_post_type2_prev: SUB: <*> = <*>,2
187b5f7e78cf32b23408a40c68739b0a,<*> test_time_spring_type3_post_type2_st: SUB: <*> = <*>,2
e578ca469da693f6f24dbff4b8f4efc1,<*> test_time_spring_type3_<*>_type2_dtsec: SUB: <*> = <*>,2
7df3009c78d49bb372c0b171b2dcccdf,<*> test_time_spring_type3_<*>_type2_<*>sec: SUB: <*> = <*>,2
b50307c4b3b0cf7ba5d1fdc3a72336a9,<*> test_time_spring_type3_st_type3_post: SUB: <*> = <*>,2
168f72af905dda6fdd343f8bc0452f53,<*> test_time_spring_type3_dt_type3_prev: SUB: <*> = <*>,2
4e8c49aec6aa42a160d8a4f8f51f34c4,<*> test_time_spring_type3_dt_type3_st: SUB: <*> = <*>,2
879085537f409c494132d382d6c405ad,<*> test_time_spring_type3_post_type3_st: SUB: <*> = <*>,2
af327a9acad39965ddda19e4920fd15d,<*> test_time_spring_type3_<*>_type3_dtsec: SUB: <*> = <*>,2
bc04e465eed44c338e24c3706edcf6bd,<*> test_time_spring_type3_<*>_type3_<*>sec: SUB: <*> = <*>,2
cfabf2739e2fcf06d077b6fb6dd73945,SKIP Bug <*> (<*> freezes on long numbers) [<*>] reason: this test is for 32-bit only,1
5c19bbe566aa3d1e90e2ec3fe12743ca,SKIP Bug <*> (<*>') is parsed as <*>) (<*> bit) [<*>] reason: 32-bit only,1
ddc4d054de8192cebc5e63cc47b7c530,SKIP Bug <*> (large timestamps with <*>estamp and <*>estamp) (32 bit) [<*>] reason: 32-bit only,1
5c8fcde3b2c476c5f4173198c5ba7d83,<*> Wrong result for <*>,198
1478fde0bdf4b3642be8da8a420fd8bb,<*> ===<*>ONE<*>,1
9e3ad54a1f018c046d331dcced0a987f,<*> Wrong result for <*>out<*>,1
9cf1c492a28df785e20812af91173f9e,<*> Wrong result for <*>annes<*>,1
4f50e847d4df3c39b2f461ce40a839df,<*> Wrong result for <*>hartoum<*>,1
ff4364cc9c372654798967263ff9915d,<*> Wrong result for <*>inshas<*>,1
acef21a9347956b3f860f37968f4b095,<*> Wrong result for <*>quarie<*>,1
ef7c3239c1ea038e5450c42710c169a0,<*> Wrong result for <*>ost<*>,1
58b4d50ee4057ab2e3d925998bc45ed1,<*> Wrong result for <*>ushanbe<*>,1
b4a727a65d18ee66afad751e9d696aa2,<*> Wrong result for <*>ust<*>,1
b7afb7e4c8b14e878764e0fa75e064a2,<*> Wrong result for <*>k<*>k<*>,1
08031c349bf0ed45281edfbdc05f1fd1,<*> Wrong result for <*>ap<*>,1
a96fe136339519faf4e37aef2a8f5512,<*> Wrong result for <*>rasnoyarsk<*>,1
69890ca8af50a11b8470ecba1b1bd42a,<*> Wrong result for <*>ing<*>,1
aa71534dfe7ff34a75c3d5c1ae997590,<*> Wrong result for <*>ass<*>,1
b1729cbf87153728d5a24f38798b4ce3,<*> Wrong result for <*>n<*>,2
5508f61808000035ea353bb186bdc146,<*> Wrong result for <*>sk<*>,1
7d2ed6fdb8ac1ed83a769cd53a550bda,<*> Wrong result for <*>k<*>,2
2f0e9fce010f75bb095db69649bd81f5,<*> Wrong result for <*>rum<*>,1
b9d31bc1819b48aa6d3f321fd00a0971,<*> Wrong result for <*>ivost<*>,1
92527b9c82659bb24243f69c4b3542b4,<*> Wrong result for <*>ekaterin<*>,1
e17d5bd55888269b4bca8f20f95e8110,<*> Wrong result for <*>Andor<*>,1
9ea55029b1bedbd22c3c6aebeff444b6,<*> Wrong result for <*>h<*>,1
9967c778529284a3ff1f45699f600cf8,<*> Wrong result for <*>Kaliningrad<*>,1
50ad9517f41c50a1d506d182e4badfb2,<*> Wrong result for <*>v<*>,1
93b9f36f6f8106fcc725e5490fb619e2,<*> Wrong result for <*>lj<*>,1
3aa30934fc0094b79120261fef2b2729,<*> Wrong result for <*>ev<*>,1
67c06e3d864caee20c36154cfa86ea35,<*> Wrong result for <*>op<*>,1
a6a9f1c514f418364a15e61b3f7723e2,<*> Wrong result for <*>ly<*>sk<*>,1
03b1c6cb4063ec4467b4fdcb1e1c8137,<*> Wrong result for <*>gog<*>,1
fee4f2836704de4572d416d9925ffed6,<*> Wrong result for <*>oz<*>,1
989b9f0540b7e97f5161054d82c7d7ed,<*> Wrong result for <*>ar<*>,1
d55ca67b07a2c4636b67f0f30830ba65,<*> Wrong result for <*>aurit<*>,1
9cfbc574f5994f739ba5c445aa2d55e0,<*> Wrong result for <*>union<*>,1
3aa6153dffc10d98fe970459cf9ebd33,<*> Wrong result for <*>can<*>,1
6c270609e0e0ccd0886be454983b9210,<*> Wrong result for <*>aur<*>,1
3b0aea9e48d1586fdfa93354781fd390,<*> ===<*>ONE===,1
64c088cd419742a802b36d5ad9729095,XFAIL Bug <*> (Incorrect difference using DateInterval) [<*>] XFAIL REASON: See <*>,1
b97eac7ce980048f8653c9686b0539cb,"SKIP Bug <*> DateInterval unserialize bad data, 32 bit [<*>] reason: 32 bit only",1
5d4dbe79bb0f16a5bffb6704395bd5ed,SKIP Test bug <*> returns insufficient-length string under mult<*>y<*> locales [<*>] reason: Test is valid for Windows,1
e7f578f0bcb435fc7273dc7c9e6e65f4,SKIP Bug <*> (<*>URL silently accepts boolean value for <*>VER<*>OST) [<*>] reason: : test valid for <*> < <*>,1
1ca463648d1705fd93c54c2f97bd4dbe,SKIP Bug <*> (<*> doesn't allow reset) [<*>] reason: online test,1
b09a96e7b63b38659185787fd0081094,SKIP Bug <*> (re-enable <*> with <*> or <*>mode): <*> enabled; curl < <*> [<*>] reason: curl version is too new,1
e7d92385970231c1b79dc088b1df8164,SKIP Bug <*> (Sementation fault when using <*>URL with <*>) [<*>] reason: only for <*> build,1
0a5e1092b727adc9fa4c27d1f2c14c6a,SKIP Bug <*> (<*>fault with <*> server <*> handlers) [<*>] reason: online test,1
dce5f73c0e9763a79b27820598d04174,"SKIP Bug <*> (Invalid callback, <*> server push) [<*>] reason: online test",1
05bc9493752f66bcda601701d724f5ce,SKIP Check <*> config on windows [<*>] reason: for windows only,1
95f10e9cb0b22b70c909cedcef3a8f88,SKIP <*> [<*>] (<*>) [<*>] reason: 32-bit only,1
c4e541af69b38c44389a1222aeb54b7d,<*> = <*>,8
f769fa1bbd05329ccbc9666bef7d176d,XFAIL RFC: DateTime and Daylight Saving Time Transitions (zone type <*>) [<*>] XFAIL REASON: Still not quite right,1
40e5236740a767f8da4d79cd30099990,SKIP Test <*> function with basic functionality [<*>] reason: : tests works only on older versions of curl,1
ffaaa49b981eeefb26c2d29a1930461e,"XFAIL RFC: DateTime and Daylight Saving Time Transitions (zone type <*>, <*>) [<*>] XFAIL REASON: Still not quite right",1
2575745bf2c092ad27f05aabf545cc60,SKIP Test <*> function with <*> parameter [<*>] reason: : test works only with <*>,1
e5db673b7d8125ff650f2eb26a58318a,SKIP Test <*> function with <*> from <*> [<*>] reason: : test works only with <*> >= <*>,1
8889ca77b2c209d78fa9c85f30d9aa61,SKIP <*> and mysql timestamps (<*>) [<*>] reason: 32-bit only,1
24198cf46b97c8865fece1b2ae65ae5d,SKIP <*> function (<*>) [<*>] reason: 32-bit only,1
315ce061c8f3b350a6552bbd9e752bfc,SKIP CURL file uploading from stream [<*>] reason: requires <*> >= <*>,1
d589d002ce4f2981df8466800ecec009,SKIP Test <*> function with basic functionality [<*>] reason: <*> env variable is not defined,1
ab633852cffe69fc2cf221ec3f28a7ed,SKIP <*>fault due to <*> connection caching [<*>] reason: <*> env variable is not defined,1
faed9660673547eb27c71ef40b76f69b,SKIP Bug <*> (Invalid free of <*>)) [<*>] reason: Need <*> disabled,2
db68bae8f232017c1bff39aaa1071fbc,SKIP <*>(): Files and directories inside an stream [<*>] reason: zip extension not loaded,1
7619ff4fe8789fa365e0d48990048550,<*> NULL,3
14ee622014a14a3bd713300525e65a09,"<*> string(<*>) ""<*>""",2
cd9bcd706a081827d1ab505ff4102243,XFAIL Bug <*> (<*> doesn't validate variables) [<*>] XFAIL REASON: See Bug <*>,1
01cf153926193f82b1d3982cc6848ba6,"XFAIL Bug <*> (uns<*> filter not applied when configured as default filter) [<*>] XFAIL REASON: FILTER<*> not applied when configured as default filter, even with flags",1
beb825dc7a50c2dd26b405f2d20e3ade,XFAIL Bug <*>: <*>(<*>ID<*>ILURE) returns null [<*>] XFAIL REASON: Requires <*> to not use <*> for all filters<*>,1
db958503a73937fea889a02959f40d04,SKIP Bug <*> (<*>NG image with <*> error raises a fatal error) [<*>] reason: requires extern <*>,1
0af7730b01f0cace94ee7431f3d9cc11,SKIP Bug <*> (Integer overflow in <*>()) [<*>] reason: only for external <*> < <*>,1
a4b91e2d94df81286bf992a06ccd79c4,SKIP <*> with invalid <*> [<*>] reason: requires extern <*>,1
a5f1d30f2f9d98e4be2143f51af70f4a,SKIP <*>: <*> doesn't switch locales within the same script [<*>] reason: '<*>' locale not supported<*>,1
45045001ba162554e7a43dbb4a2b9a51,SKIP Gettext basic test [<*>] reason: <*> locale not supported.,1
fc928895d03f574fa75b6823e28fc61c,SKIP <*> (Possible infinite loop in <*>) [<*>] reason: requires external <*> library,1
82a09b49c96da13b28ab9faf1e53f7f4,SKIP <*> with large index [<*>] reason: not suitable for <*>,1
00ac1fdb4281336974f99097aef5cff7,SKIP MHash: <*> & <*> test [<*>] reason: <*> compatibility layer not available,1
36bfcdaddae5ec73b89f8fee4ce5e13c,SKIP MHash: <*> test [<*>] reason: <*> compatibility layer not available,2
a8825970dd8feeb62da88ecab6e93faf,SKIP MHash: <*> modifying algorithm parameter [<*>] reason: <*> compatibility layer not available,1
a17e548790d7d5ff8fa8cedfe8714b26,SKIP Test the basics to function <*> [<*>] reason: windows only test,1
0b6b797fab6025b7249ed2bc78870919,"SKIP Translit failure [<*>] reason: <*> != <*>""",1
a2c1c9c176da2ab8ca999485f2632149,"SKIP Translit UTF-8 quotes [<*>] reason: <*> != <*>""",1
1295e207b1ae957bd243ceb9d6fb2042,"SKIP Intl<*>pre<*>ing(): basic test, ICU >= <*> [<*>] reason: for ICU >= <*>",1
4510f2608db9f81b92bcd57269a48b7c,SKIP Intl<*> basic test [<*>] reason: for ICU < <*>,1
a0e9d58b981b3d77bb59c44dd2ffdd8f,SKIP Bug <*>: <*> MessageFormatter [<*>] reason: for ICU < <*>,1
9f8a163b47a584135c4d6def96e18475,"SKIP Int<*> basic test, ICU >= <*> [<*>] reason: for ICU >= <*>",1
3a7a6617ffdbf1f41e126c634053f40c,SKIP Bug<*> with <*> results in a 32 bit integer [<*>] reason: 32-bit only,1
d3532bad886d6b77f4733a253ce7fba6,SKIP Bug <*> - <*> resets <*>NUMERIC setting [<*>] reason: Valid only on Windows,1
2a43c9b5dae61bcffb90cd752991be18,SKIP Bug <*> - <*> resets <*>ERIC setting [<*>] reason: <*> locale not installed,1
7cfa89c144ee1a302ff2b50dc0198374,SKIP Bug <*>: <*> returns garbage [<*>] reason: for ICU < <*>,1
57de7fc513fb8619393d68272a74a79e,SKIP Bug <*>: <*> returns garbage [<*>] reason: for ICU >= <*>,1
45c2983b345b8a60ab7add8e6450af7b,SKIP Bug <*> Wrong reflection on <*>Keys [<*>] reason: for ICU < <*>,1
79862ff9ca6d2546aa6af4e2a8637641,SKIP Int<*> basic test [<*>] reason: for ICU < <*>,1
bb98b75eba542f73b950f3529e936411,SKIP <*> [<*>] reason: for ICU < <*>,3
12de40cacae1deac379474af5b67a332,SKIP <*> >= <*> < <*> [<*>] reason: for ICU < <*>,2
7fc4e620e2db39a73181ed4bfd864ebd,SKIP sort<*>with<*> [<*>] reason: for ICU < <*>,1
c2ff19a9631363b7fbd3fd1175470091,SKIP <*>ator<*> [<*>] reason: for ICU < <*>,2
30692a9e11907d35a49c555f4428c6e2,SKIP <*> >= <*> && <*> < <*> [<*>] reason: for ICU < <*>,5
500ff56470f8dd44aada807905bd07bb,SKIP <*>ator<*> >= <*> [<*>] reason: for ICU < <*>,1
d47a41bbb0371acced39318a05846a60,SKIP <*>ator<*> >= <*> [<*>] reason: for ICU >= <*>,2
cd6c65122270850c43c6b241bec066e6,SKIP sort<*> [<*>] reason: for ICU < <*>,1
cbc1a3e3eee78b7ddf085317155312a5,SKIP <*> [<*>] reason: for ICU >= <*> && ICU < <*>,1
b644b2e35a97f499dc79068cba00dea0,"SKIP IntlDateFormatter, calendars and time zone [<*>] reason: for ICU < <*>",2
53dcfb40596b9cdcb002c471e08be528,SKIP IntlDateFormatter: <*> [<*>] reason: for ICU < <*>,2
ea7b36778ab1f6999daa5d768bcd4b34,SKIP IntlDateFormatter: <*> [<*>] reason: for ICU >= <*> and < <*>,1
49b27c40d1970e859a4c40f939820112,SKIP IntlDateFormatter: several forms of the calendar arg [<*>] reason: for ICU < <*>,2
abc6d462d7ea0abbc603bf42367d9463,SKIP IntlDateFormatter: several forms of the calendar arg [<*>] reason: for ICU >= <*> and < <*>,1
f695b987d60dcc2a1b42955443d465da,SKIP IntlDateFormatter: <*> [<*>] reason: for ICU >= <*>,1
edb1bf8f6ec85d2b9469146d2cf7c52c,SKIP IntlDateFormatter: <*>Zone<*> [<*>] reason: for ICU < <*>,3
267e50f8c5401cd946fde454aeca1a5f,SKIP IntlDateFormatter: several forms of the calendar arg [<*>] reason: for ICU >= <*>,1
e025d7bc651593e798e78d9699fa438b,SKIP IntlDateFormatter: <*>Zone<*> [<*>] reason: for ICU >= <*> and < <*>,1
4f738148900eef26019ee926588aa96e,SKIP IntlDateFormatter<*>Object<*> Intl<*>endar tests [<*>] reason: for ICU < <*>,3
0a4ecf56f9fd0458c3da05c491ecc1b7,SKIP IntlDateFormatter<*>Object<*> Intl<*>endar tests [<*>] reason: for ICU >= <*> and < <*>,1
25755d73156b912284ad7f1fd55a1851,SKIP IntlDateFormatter<*>Object<*> DateTime tests [<*>] reason: for ICU < <*>,3
c6920b8aba12d8b6563bfae5885fd07c,SKIP IntlDateFormatter<*>Object<*> DateTime tests [<*>] reason: for ICU >= <*> and < <*>,1
1684f4eb3d08a5ef98ae1f903b404d3f,SKIP <*>time<*> >= <*> [<*>] reason: for ICU < <*>,1
c31fc9e66f8112c8944038819d44969a,SKIP <*> and <*> [<*>] reason: for ICU < <*>,1
e6c874d745fd9f223b0770ef9023d819,SKIP IntlDateFormatter: several forms of the timezone arg [<*>] reason: for ICU < <*>,2
c542421d9bd8dc4e8dcc59f7bb9a8734,SKIP <*> >= <*> && <*> < <*> [<*>] reason: for ICU >= <*>,1
80ec3b2438960741cbe3207ab1c0bd9c,SKIP IntlDateFormatter: several forms of the timezone arg [<*>] reason: for ICU >= <*> and < <*>,1
db6a60628e9d82057478bcfc1fdae6d6,SKIP <*> >= <*> < <*> [<*>] reason: for ICU >= <*>,1
7bb58d6af28f8beae07e969a8fb8c7ff,SKIP <*> >= <*> [<*>] reason: for ICU >= <*>,1
0ffd83f6b10c92a25d0af83374dbd6b3,SKIP <*> >= <*> [<*>] reason: for ICU <= <*>,1
e05559077c18daabf0f992d73c67a50b,SKIP <*> [<*>] reason: for ICU >= <*>,3
440090820450da2373ae67706f01dcc0,SKIP <*> ICU >= <*> [<*>] reason: for ICU >= <*>,1
34848f486ffab0e481640b1f6569aa47,SKIP locale<*> >= <*> && <*> < <*> [<*>] reason: for ICU < <*>,1
c30df6001a772de4d749dcd9cadeb034,SKIP locale_<*> >= <*> && <*> < <*> [<*>] reason: for ICU < <*>,1
193ebe49a4214dc432baf10db655bd4c,SKIP locale_<*>_<*>_<*> >= <*> [<*>] reason: for ICU >= <*> and < <*>,1
3d9e07ee01be1e3b8fb34dadd2534ae9,SKIP locale_<*>_<*>_<*> >= <*> && <*> < <*> [<*>] reason: for ICU < <*>,1
00a8214dcca732f24dfc920f10394361,SKIP locale_<*> >= <*> && <*> < <*> [<*>] reason: for ICU <= <*>,1
83bb39e35bc34aa1ac8de64ca5945365,SKIP locale_<*> >= <*> [<*>] reason: for ICU < <*>,1
677ee396befd2afd662fcead2a585ec6,SKIP Int<*> basic test [<*>] reason: for ICU >= <*>,1
277443e8375f21b12c0faa504d04e9b1,SKIP MessageFormat accepts Int<*> args <*> >= <*> && <*> < <*> [<*>] reason: for ICU < <*>,1
f8056eda2fb622e65a8b120c88a5d39b,SKIP MessageFormat accepts IntlCalendar args [<*>] reason: for ICU >= <*> and < <*>,1
6da289e16b7738d25453141b3fb69240,SKIP MessageFormat accepts IntlCalendar args [<*>] reason: for ICU < <*>,1
a8fb2bd05a256cd93dee645ec522828a,SKIP <*>Bundle constructor bundle accepts NULL for first two arguments [<*>] reason: for ICU < <*>,1
39fb2a5a3da1d76d99bbc90511091b00,SKIP normalizer<*>position<*> [<*>] reason: normal<*>position function does not exist,1
de32de5994cd270fc93615ea2580b653,SKIP normal<*>fold [<*>] reason: Normal<*> constant not defined,1
1f4218f77c77bf1bba377c604cbd336c,SKIP spoofchecker with settings changed [<*>] reason: for ICU < <*>,1
9fccf680d24530771d3e946a796182af,SKIP spoofchecker suspicious character checker [<*>] reason: for ICU >= <*>,1
c9d7bca02dbf898935acc9c038058572,SKIP IntlRule<*> basic test [<*>] reason: ICU >= <*> only,1
41caef29842293605e289aaf6fbdf7ff,SKIP spoofchecker with restriction level [<*>] reason: Incompatible ICU version,1
705ac0dca39642039a5217f8e3513e55,SKIP Int<*>Zone<*> basic test [<*>] reason: for ICU >= <*>,1
1d295633816ae3f22b35e18b10a49a2b,SKIP Int<*> type parameter (ICU >= <*> && ICU < <*>) [<*>] reason: for ICU < <*>,1
0c77ab848dbbcbcb24645453d75ce25e,SKIP Int<*>Zone<*>(): locale parameter [<*>] reason: for ICU < <*>,1
8e4b0815242046a3d3a68ba883a82aee,SKIP Int<*>Zone<*>(): second argument [<*>] reason: for ICU < <*>,1
b2e8b101585737bbf754a945072c9991,SKIP Int<*>ID basic test [<*>] reason: for ICU >= <*>,1
44f524152504b8d18bb30f3fd18f29fd,SKIP Bug <*> (<*>ode cannot decode floats if <*>point is not <*>) [<*>] reason: no <*> locale,1
79356f40fda5c8fadfbb3891d048ccd6,SKIP Bug <*> (Incorrect formatting of double values with non-<*> locales) [<*>] reason: locale needed for this test is not supported on this platform,1
836592df6afa4acb08fd62f811fa2771,SKIP <*> w<*> Callback Reasons [<*>] reason: for ICU >= <*>,1
a1a25b6c34e4a2b89cdca477a98e814e,SKIP Bug <*> - <*> doesn't return line number higher than <*> [<*>] reason: this test is for <*> only,1
5246a6e2b55f313ce8921475f4f8bd22,SKIP Bug <*> - <*> doesn't return line number higher than <*> [<*>] reason: this test is for <*> being undefined,1
c6b27e61370537d5dd7ca9309c1bc564,SKIP Bug <*> - <*> contains invalid URI [<*>] reason: this test is for Windows platforms only,2
e120f6a6490e9d9dcf534998370376b3,SKIP Bug <*> (first parameter of <*>loader callback undefined) [<*>] reason: online test,1
4411f6fa64e7cdb86e80d435e60b361b,SKIP Test <*> function : usage variations - pass different character classes to see they match correctly [<*>] reason: requires <*> >= <*>,1
c70082c3ce614638869dd393806eba7b,SKIP <*> [<*>] reason: <*> is not a <*> version,1
462fd57def81e4d4fb3a4676140ac2c3,XFAIL Test <*> stack limit [<*>] XFAIL REASON: Travis <*> has old <*> library,2
a6bb589fbf4baab4b6c810d7c5169c73,<*> Warning: <*> search failure in <*> match-stack limit over in <*> line <*>,1
da3b78b8c5a08d08b32cdbd43e6e3a27,"SKIP Blacklist (with glob, quote and comments) [<*>] reason: only for Windows",1
7e80f7bef4cfcc6887e0b32f8967b4b5,SKIP <*> fetch <*> values (ok to fail with <*>) [<*>] reason: test valid only for <*> systems,1
df4484d51d836d6a85faa8541f64493e,SKIP function test: <*> [<*>] reason: test valid only for <*> systems,1
9fa63feebd146b7c50f4f3b017ffd804,SKIP local infile handler [<*>] reason: - function not available.,1
17805c97e08ed369cdb9113ef6879a12,"SKIP Bug <*> (<*>ificate file without private key (<*> in another file) doesn't work) [<*>] reason: MySQL has no SSL support, [<*>]",1
3dd045481f11922daebf3920fc558809,"SKIP Bug <*> (SSL options set by <*> ignored for <*> persistent connections) [<*>] reason: MySQL has no SSL support, [<*>]",1
1301c76d7979efd895be8bf4f60ff965,SKIP Bug <*> (<*>fault calling <*> on <*>) [<*>] reason: <*> only test,1
0623755d0d6ce22b0b0c5109c2d7796a,SKIP PAM auth plugin [<*>] reason: Server PAM plugin not installed,1
24885dc665c080e039c3c4f3a9332d32,SKIP <*>user<*> - GET_LOCK() [<*>] reason: - is the server still buggy?,1
eb6cb3629c93349e0ec9b7bb6d2fd368,"SKIP <*> - table locks, GET<*>(), temporary tables [<*>] reason: - is the server still buggy?",1
bd6cf3d88692874fc0a9773fe56a992b,SKIP <*>change_user<*> MySQL < <*> [<*>] reason: For MySQL < <*>,1
f259364cf680f4d89dbc1ed50b218b8a,SKIP <*>change<*>user<*> [<*>] reason: For MySQL < <*>,1
006a091d60ad534e243d79f29fad5362,SKIP Interface of the class <*> - TODO [<*>] reason: - experimental (= unsupported) feature,1
e7b7c8a95cf79173edd0050f2e473bef,SKIP new <*> [<*>] reason: : test for <*> (different error output when using <*>,1
0f7fd939612f797fd4e4cfb772f53c11,SKIP <*> [<*>] reason: : debug functionality not enabled,1
a2d328a4e9087c9ba2e7c91eebf77d95,SKIP <*> - append to trace file [<*>] reason: : debug functionality not enabled,1
e34249a65e59b0c014cb7378661b9de5,SKIP <*> - invalid debug control strings [<*>] reason: : debug functionality not enabled,1
aa8575107177470a18d47f562929e63e,SKIP <*> - enabling trace with in<*> setting [<*>] reason: : debug functionality not enabled,1
088e590806913876c79190c418de3dc2,SKIP <*> - all control string options supported by both <*> and <*> except <*> [<*>] reason: : debug functionality not enabled,1
48e4a5e49ce4de23f6f33e41fb046fbf,SKIP <*> - <*> only control strings [<*>] reason: : debug functionality not enabled,1
c800e9f5a95738712547362649752d0b,SKIP <*> [<*>] reason: <*> not available,2
b6d0aaa63a696e0a05817e1a748f0c82,SKIP <*> [<*>] reason: test for with embedded server only,1
64174c6b7b8ab3270c3959e274b56ce1,SKIP <*> [<*>] reason: function <*> not available,1
4b2c7847f2e2cfa80d0c012a5a8227c4,SKIP MySQL <*> EXPIRE PASSWORD protocol change [<*>] reason: Cannot grant SELECT to user [<*>] GRANT command denied to user <*> for table <*>kip GRANT failed,1
7255fad1f4a1fe8c609456f6aef77ac6,"SKIP Bug <*>: SSL context ""cafile"" disallows URL stream wrappers [<*>] reason: online test",1
7c32ab77548fc51bfe6949f634817b69,SKIP Check for default <*>SSL config path on Windows [<*>] reason: windows only test,1
5c9304a07e088e3956461224644acec5,SKIP Capture SSL session meta array in stream context for <*> [<*>] reason: <*>SSL <*> required,1
e5c39fdee1c85af1c866f51d7d2268eb,SKIP <*> - TODO [<*>] reason: - experimental (= unsupported) feature,1
d45ffdccb9dbe8448057a8e8efc7fd72,SKIP security_level setting to prohibit cert [<*>] reason: OpenSSL >= <*> required,1
eb04ad8891d4a9c36da37c200fed2c1d,SKIP <*> stream wrapper [<*>] reason: OpenSSL <*> required,1
7e0768777d9d62aeae3a0e296b43e33a,SKIP <*> stream wrapper when <*> available [<*>] reason: OpenSSL <*> required,1
8b4f7beccdada28136963315cd89b84d,SKIP <*> stream wrapper [<*>] reason: <*> required,1
9ebbee52b5bd1103cc66c5c921f8db42,SKIP <*> - Basic behaviour [<*>] reason: - this functions needs to run with superuser,1
657b30e48eee00c09cbc527ea35ef9c4,SKIP <*> with CLONE_<*>NET [<*>] reason: online test,1
c60aa74d342538fd4f467a57a1ee89d9,SKIP Localized match [<*>] reason: <*> locale not available,1
0d23c58b0b898083435b671865203fa3,"SKIP PAM: SHA-256 [<*>] reason: Failed to check RSA pub key, [<*>]",1
aa36772382537caad4639b988d601198,"SKIP PAM: SHA-256, <*> [<*>] reason: Failed to check RSA pub key, [<*>]",1
0b323189c8e9c84a7ad8a0defa0dda83,"SKIP PAM: SHA-<*>, option: <*>VER<*> [<*>] reason: Failed to check RSA pub key, [<*>]",1
dab2eb9efe282be051a1bc324307a5e1,"SKIP PAM: SHA-256, option: <*>VER<*> (invalid) [<*>] reason: Failed to check RSA pub key, [<*>]",1
9540f5c6b0aab3e6519e1a3f485c9fc5,SKIP <*> - <*>persistent = 0 [<*>] reason: TODO - we need to add a user level way to check if <*>USER gets called by <*>,1
74f6c98c044f6c3e1ffe6b9841221df5,SKIP PDO Common: Bug <*> (inserting streams as L<*>s) [<*>] reason: no driver,1
101b8107af8c042f4eae84751f8c7cad,SKIP PDO Common: Bug <*> (query doesn't return error information) [<*>] reason: no driver,1
1e7c94ccd97ebd4f87a113f51628b031,SKIP PDO Common: Bug <*> (binding by name breakage) [<*>] reason: no driver,1
b77308cdb655ebf98fa6b7c5a568994e,SKIP PDO Common: Bug <*> (Incorrect error message for <*>()) [<*>] reason: no driver,1
6ab8f173cd1f1c677ced21ac9ec11e22,SKIP Persistent connections and <*> [<*>] reason: Cannot <*> to second DB user [<*>] GRANT command denied to user <*> for table <*>kip GRANT failed,1
609592f6396b48e1210d44c8142fd368,SKIP PDO Common: Bug <*> (Error parsing named parameters with queries containing high<*> chars) [<*>] reason: no driver,1
e8904c4e2337c3ed5d72c3b7e318043c,SKIP <*> - reusing<*>aching persistent connections - TODO [<*>] reason: TODO - we need to add a user level way to check if <*>USER gets called by <*>,1
cbe059136184b771d59e480a2ef7fc6d,SKIP PDO Common: Bug <*> (<*> produces <*>fault with default fetch mode) [<*>] reason: no driver,1
b94cf8bcc3410a3fe3ee71edd8e0e9f3,SKIP PDO Common: Bug <*> (Prepared statement error stops subsequent statements) [<*>] reason: no driver,1
484650448ea7cb778284dbe87370db64,SKIP PDO Common: Bug <*> (Booleans are not automatically translated to integers) [<*>] reason: no driver,1
b51ee08099141cad9e4d247f0a39a41a,SKIP PDO Common: Bug <*> (Crash when calling <*> on a <*> object after <*>()) [<*>] reason: no driver,1
3f1ef77df9197cea98e42dc44a1c3fdb,SKIP PDO Common: Bug <*> (The prepare parser goes into an infinite loop on <*>) [<*>] reason: no driver,1
18a583e0082ecd632126b62f3f45eea8,SKIP PDO Common: Bug <*> (<*> doesn't work with <*>etchMode) [<*>] reason: no driver,1
5645cca41742a22cdabbf720cebed7d6,SKIP PDO Common: Bug <*> (Bound parameters cannot have <*> in their name) [<*>] reason: no driver,1
ace4b265c723b0790a834c795a3d1a77,SKIP PDO Common: Bug <*> (<*> ignore <*> in some cases with fetch<*>()) [<*>] reason: no driver,1
7a04d3d9dd8695846275e6de019d57c1,SKIP PDO Common: Bug <*> (<*> on classes derived from <*>) [<*>] reason: no driver,1
6d9e51999b5f39311bb9948b157fc309,SKIP PDO Common: Bug <*> (<*> parameter parsing<*>checking needs an update) [<*>] reason: no driver,1
ba5330253e76af2f24adad5b0e55d909,SKIP PDO Common: Bug <*> (<*> calls <*> [<*>] reason: no driver,1
292176fdfd657d0ce3d1c4d6e5ffe925,SKIP PDO Common: Bug <*> (scrollable cursor don't work with <*>) [<*>] reason: no driver,1
54b5b8c4c186545c1c32e6b854a393ed,SKIP PDO Common: Bug <*> (<*> fails with Closures) [<*>] reason: no driver,1
35e5406ee6403900363cedb1e87897a9,SKIP PDO Common: Bug <*> Own <*> implementation ignore <*> [<*>] reason: no driver,1
0e9956abd3ea363ce00c1ce2086dd634,SKIP PDO Common: Bug <*> (call to <*> on NULL result using <*> returns false) [<*>] reason: no driver,1
2444f18584cfd129cc993a92e33d0f09,SKIP PDO Common: Bug <*> (<*>fault while calling a method on an overloaded <*>O object) [<*>] reason: no driver,1
9fd99f222881d3d3063ad4a452d94016,SKIP PDO Common: Bug <*> errorInfo is not properly cleaned up [<*>] reason: no driver,1
