,LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
246,247,Jul,2,13:03:41,calvisitor-10-105-163-202,AddressBookSourceSync,32160,,Unrecognized attribute value: t:AbchPersonItemType,7535333891761cec0a28d9d5a223d48a,Unrecognized attribute value: t:AbchPersonItemType
247,248,Jul,2,13:05:38,calvisitor-10-105-163-202,kernel,0,,TBT W (2): 0x0040 [x],fc2c3336870ba839063042986c4298ac,TBT W (<*>): <*> [<*>]
248,249,Jul,2,13:05:40,authorMacBook-Pro,configd,53,,network changed: DNS* Proxy,1efe32ce028b45ddcc266b58d06be4cf,network changed: DNS* Proxy
249,250,Jul,2,13:06:17,calvisitor-10-105-163-202,kernel,0,,"ARPT: 646292.668059: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",90912ed1af34ba428ea23e1e0ba10e41,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
250,251,Jul,2,13:10:47,calvisitor-10-105-163-202,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,ee60e77d39c85be86bee6080a9ce97a3,<*>AWDLPeerManager::setAwdlAutoMode Resuming AWDL
251,252,Jul,2,13:12:08,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,f63e1b3fa71b4cae74b1980c95f23133,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID
252,253,Jul,2,13:12:08,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,2ef1acd4f1d99cbe0771081d18a7a3cc,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>
253,254,Jul,2,13:12:41,calvisitor-10-105-163-202,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,209c69a96965cb432599eb60607c6412,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.
254,255,Jul,2,13:13:22,authorMacBook-Pro,mDNSResponder,91,,mDNS_RegisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),eeee67d667f293a1187985079eacc46c,mDNS_RegisterInterface: Frequent transitions for interface awdl<*> (<*>:<*>:<*>:<*>:<*>)
255,256,Jul,2,13:44:22,calvisitor-10-105-163-202,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,53cb11a5eb2791bc79f9a57b47699e09,AppleThunderboltNHIType<*>::prePCIWake - power up complete - took <*> us
256,257,Jul,2,13:44:30,authorMacBook-Pro,sandboxd,129,[10018],QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,e4f92395a2e4f54c59e694dede45d128,QQ(<*>) deny mach-lookup <*>.<*>u<*>
257,258,Jul,2,13:44:55,calvisitor-10-105-163-202,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,ee60e77d39c85be86bee6080a9ce97a3,<*>AWDLPeerManager::setAwdlAutoMode Resuming AWDL
258,259,Jul,2,13:45:01,calvisitor-10-105-163-202,com.apple.AddressBook.InternetAccountsBridge,32208,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,fe0771c370fa75a32b1d6986824ce788,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
259,260,Jul,2,13:56:23,calvisitor-10-105-163-202,kernel,0,,ARPT: 646509.760609: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],a93ab19c666c655fb08ffbf722495021,ARPT: <*>: <*>::platformWoWEnable: WWEN[enable]
260,261,Jul,2,14:07:52,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Active',1c4410e32479f0e2a671caa7006e4fa7,Location icon should now be in state 'Active'
261,262,Jul,2,14:33:03,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Inactive',ec6b9b1593fe005b9a88f853cfb282c7,Location icon should now be in state 'Inactive'
262,263,Jul,2,14:41:07,calvisitor-10-105-163-202,Safari,9852,,tcp_connection_tls_session_error_callback_imp 2044 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,96e5fbe3cae947b65ea4c5aebf96ea20,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_<*> error <*>
263,264,Jul,2,14:44:01,calvisitor-10-105-163-202,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,3d5499b2a976a0e6eae8d31a714ef728,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.
264,265,Jul,2,14:52:57,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Active',1c4410e32479f0e2a671caa7006e4fa7,Location icon should now be in state 'Active'
265,266,Jul,2,15:06:24,calvisitor-10-105-163-202,syslogd,44,,ASL Sender Statistics,b5dd3697ac686bd7af8bbce77b40c5ba,ASL Sender Statistics
266,267,Jul,2,15:33:55,calvisitor-10-105-163-202,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000300,dff6d2b20c69c736a38bfd9ccfb753c2,AppleCamIn::systemWakeCall - messageType = <*>
267,268,Jul,2,15:34:11,calvisitor-10-105-163-202,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",41f0bcf1c38f082e175fe28bab8193c7,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*>.apple.<*> Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
268,269,Jul,2,15:46:40,calvisitor-10-105-163-202,GoogleSoftwareUpdateAgent,32432,,2017-07-02 15:46:40.516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: 32433,5bb01fbca33e088313b2782b3096210a,<*>-<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/<*>SoftwareUpdate<*>Software<*>f<*>' with process id: <*>
269,270,Jul,2,15:46:40,calvisitor-10-105-163-202,GoogleSoftwareUpdateAgent,32432,,"2017-07-02 15:46:40.697 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.",55a25b918781b9e48586ab7b16824bf8,"2017-<*>-<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'."
270,271,Jul,2,15:46:41,calvisitor-10-105-163-202,ksfetch,32435,,2017-07-02 15:46:41.445 ksfetch[32435/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x1005110b0> { URL: https://tools.google.com/service/update2?cup2hreq=53f725cf03f511fab16f19e789ce64aa1eed72395fc246e9f1100748325002f4&cup2key=7:1132320327 }) to folder:/tmp/KSOutOfProcessFetcher.YH2CjY1tnx/download,81fd5bc06bf1f4f0e756e805fa33655d,2017-<*> ksfetch[<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*>> { URL: https://tools.<*>?cup2hreq=<*>&cup2key=<*> }) to folder:/<*>KSOutOfProcessFetcher<*>
271,272,Jul,2,16:38:07,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Inactive',ec6b9b1593fe005b9a88f853cfb282c7,Location icon should now be in state 'Inactive'
272,273,Jul,2,16:51:10,calvisitor-10-105-163-202,QQ,10018,,FA||Url||taskID[2019353182] dealloc,eb85ad079d4c14ef390cecd2e77c1274,FA||Url||taskID[<*>] dealloc
273,274,Jul,2,16:55:53,calvisitor-10-105-163-202,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.32502,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",c1054fe82abdd2b4a054c01e831385a7,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/<*>ari<*>Search<*>Search<*> error = <*>: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/<*>ari<*>Web<*>PC<*>"
274,275,Jul,2,17:01:19,calvisitor-10-105-163-202,cloudd,326,,"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",995e8ab2e28acacaaf671fd2c746b7a4,"SecOSStatusWith error:[-<*>] Error Domain=NSOSStatusErrorDomain Code=-<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
275,276,Jul,2,17:07:56,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Active',1c4410e32479f0e2a671caa7006e4fa7,Location icon should now be in state 'Active'
276,277,Jul,2,17:11:18,calvisitor-10-105-163-202,Safari,9852,,tcp_connection_tls_session_error_callback_imp 2068 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,2fc9eb83fc780eb201c5235dc324de1f,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_<*>
277,278,Jul,2,17:13:46,calvisitor-10-105-163-202,com.apple.WebKit.WebContent,32514,,[17:13:46.390] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f92413e3000) rejecting report of layer being serviced - IQ has not yet begun to update,bce4f7be0e9bf1ab5aadc01d87ce4cce,[<*>:<*>:<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update
278,279,Jul,2,17:19:15,calvisitor-10-105-163-202,com.apple.WebKit.WebContent,32514,,[17:19:15.148] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,7020428101248170bd94884f2cf83b6c,[<*>:<*>:<*>] itemasync_SetProperty signalled err=-<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*>aches<*> line <*>
279,280,Jul,2,17:34:21,calvisitor-10-105-163-202,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,c80980fc1be1b1d508bca2a612f9711f,KeychainGetICDPStatus: keychain: <*>
280,281,Jul,2,17:36:15,calvisitor-10-105-163-202,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,c80980fc1be1b1d508bca2a612f9711f,KeychainGetICDPStatus: keychain: <*>
281,282,Jul,2,17:39:27,calvisitor-10-105-163-202,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.32564,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.WebFeedParser.xpc/Contents/MacOS/com.apple.Safari.WebFeedParser error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",8f20442757e1b437d94fd34bb2cb1b96,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/<*>ari<*>WebFeed<*>WebFeed<*> error = <*>: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari<*>WebKit<*>"
282,283,Jul,2,17:44:05,calvisitor-10-105-163-202,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,c80980fc1be1b1d508bca2a612f9711f,KeychainGetICDPStatus: keychain: <*>
283,284,Jul,2,17:56:40,calvisitor-10-105-163-202,com.apple.ncplugin.WorldClock,32583,,host connection <NSXPCConnection: 0x7fddbbb015c0> connection from pid 30298 invalidated,8c249d2088e9f92e5eff853336635540,host connection <NSXPCConnection: <*>> connection from pid <*> invalidated
284,285,Jul,2,17:56:40,calvisitor-10-105-163-202,com.apple.ncplugin.weather,32585,,Error in CoreDragRemoveReceiveHandler: -1856,debd10bcf8b530f64b947cf32ad80298,Error in CoreDragRemoveReceiveHandler: <*>
285,286,Jul,2,18:08:55,calvisitor-10-105-163-202,kernel,0,,ARPT: 661549.802297: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,d181d4fdba46543126c2202f6b413852,ARPT: <*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
286,287,Jul,2,18:08:55,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,2ef1acd4f1d99cbe0771081d18a7a3cc,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>
287,288,Jul,2,18:08:56,authorMacBook-Pro,kernel,0,,"ARPT: 661552.832561: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",9cd1dd7b235c0b6ee1ef77bc47d09925,"ARPT: <*>: IOPMPowerSource Information: onWake, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*>,"
288,289,Jul,2,18:09:15,calvisitor-10-105-163-202,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,f42dcd96f043a8aada9b704a9ca4b8a0,Thermal pressure state: <*> Memory pressure state: <*>
289,290,Jul,2,18:23:33,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Active',1c4410e32479f0e2a671caa7006e4fa7,Location icon should now be in state 'Active'
290,291,Jul,2,18:35:12,calvisitor-10-105-163-202,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,dff6d2b20c69c736a38bfd9ccfb753c2,AppleCamIn::systemWakeCall - messageType = <*>
291,292,Jul,2,18:35:12,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,dff6d2b20c69c736a38bfd9ccfb753c2,AppleCamIn::systemWakeCall - messageType = <*>
292,293,Jul,2,18:35:13,authorMacBook-Pro,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,209c69a96965cb432599eb60607c6412,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.
293,294,Jul,2,18:35:23,calvisitor-10-105-163-202,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 49 seconds.  Ignoring.",27e8f3955b1e79c3c6894dcc76f87315,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
294,295,Jul,2,18:35:44,calvisitor-10-105-163-202,sandboxd,129,[32626],com.apple.Addres(32626) deny network-outbound /private/var/run/mDNSResponder,0e980b97bf24efafde5f745a520773d1,<*>(<*>) deny network-outbound <*>
295,296,Jul,2,18:35:57,calvisitor-10-105-163-202,kernel,0,,ARPT: 661708.530713: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,4bc5bb57eb1536fd931a5667623525a4,ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>
296,297,Jul,2,18:36:01,calvisitor-10-105-163-202,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,0a945237661a592b8c0a065b8ca769af,AppleThunder<*>NHIType<*>::waitFor<*> - intel_rp = <*> dlla_reporting_supported = <*>
297,298,Jul,2,18:37:25,authorMacBook-Pro,configd,53,,network changed: v4(en0-:10.105.163.202) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,efb73c8b2315ba1057a6c71708719fc4,network changed: v4(en0<*>) v6(en0:<*>) DNS! Proxy SMB
298,299,Jul,2,18:38:31,authorMacBook-Pro,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2262 seconds.  Ignoring.",27e8f3955b1e79c3c6894dcc76f87315,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
299,300,Jul,2,18:38:31,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Inactive,5657cd9b0017df67abf51a4a4abaf7cf,Captive: CNPluginHandler en0: Inactive
300,301,Jul,2,18:38:32,authorMacBook-Pro,corecaptured,32639,,CCXPCService::setStreamEventHandler Registered for notification callback.,ee8ee29bc276e63e844cee2e5d942ebe,CCXPCService::setStreamEventHandler Registered for notification callback.
301,302,Jul,2,18:38:36,calvisitor-10-105-163-202,kernel,0,,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",be6a62218803e1e71e019bbb6f51c889,"Setting BTCoex Config: enable_<*>G:<*>, profile_<*>g:<*>, enable_<*>G:<*>, profile_<*>G:<*>"
302,303,Jul,2,18:39:18,calvisitor-10-105-163-202,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,dff6d2b20c69c736a38bfd9ccfb753c2,AppleCamIn::systemWakeCall - messageType = <*>
303,304,Jul,2,18:40:01,authorMacBook-Pro,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c9114551ab23ab has no prefix,df7d7c2a44bcb6f5a93487318b64f4f6,in6_unlink_ifa: IPv6 address <*> has no prefix
304,305,Jul,2,18:40:08,calvisitor-10-105-163-202,configd,53,,network changed: v4(en0:10.105.163.202) v6(en0+:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,b595034d4d3a0efcb74978612a566fc1,network changed: v4(en0:<*>) v6(en0<*>:<*>) DNS! Proxy SMB
305,306,Jul,2,18:40:21,calvisitor-10-105-163-202,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 318966 seconds.  Ignoring.",27e8f3955b1e79c3c6894dcc76f87315,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
306,307,Jul,2,18:40:40,calvisitor-10-105-163-202,com.apple.AddressBook.InternetAccountsBridge,32655,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,fe0771c370fa75a32b1d6986824ce788,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
307,308,Jul,2,18:40:46,calvisitor-10-105-163-202,kernel,0,,"ARPT: 661856.313502: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",90912ed1af34ba428ea23e1e0ba10e41,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
308,309,Jul,2,18:53:41,calvisitor-10-105-163-202,kernel,0,,en0: BSSID changed to 5c:50:15:36:bc:03,3a8476ade00c8f116b0d3bb6f1d3fa48,en0: BSSID changed to <*>
309,310,Jul,2,18:53:41,calvisitor-10-105-163-202,kernel,0,,en0: channel changed to 6,86f9b3d4d1eddf7896c12136d23e3c70,en0: channel changed to <*>
310,311,Jul,2,18:53:51,calvisitor-10-105-163-202,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 318156 seconds.  Ignoring.",27e8f3955b1e79c3c6894dcc76f87315,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
311,312,Jul,2,18:54:02,calvisitor-10-105-163-202,com.apple.AddressBook.InternetAccountsBridge,32662,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,fe0771c370fa75a32b1d6986824ce788,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
312,313,Jul,2,18:54:36,calvisitor-10-105-163-202,kernel,0,,ARPT: 661915.168735: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:4de9:a101:c96c:f28b,4bc5bb57eb1536fd931a5667623525a4,ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>
313,314,Jul,2,19:21:05,calvisitor-10-105-163-202,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0,f42dcd96f043a8aada9b704a9ca4b8a0,Thermal pressure state: <*> Memory pressure state: <*>
314,315,Jul,2,19:21:15,calvisitor-10-105-163-202,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 3498 seconds.  Ignoring.",27e8f3955b1e79c3c6894dcc76f87315,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
315,316,Jul,2,19:34:33,calvisitor-10-105-163-202,com.apple.geod,30311,,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7fe133460660 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",93334197b82a641e1dcd924007076a36,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=k<*>Error<*> Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://gsp-<*>.<*>.<*>.<*>pat<*>, NSErrorFailingURLKey=https://gsp-<*>.<*>.<*>dispatcher<*>, _kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://gsp-<*>.<*>.<*>.<*>pat<*>, NSErrorFailingURLKey=https://gsp-<*>.<*>dispatcher<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=The request timed out.}"
316,317,Jul,2,19:35:29,calvisitor-10-105-163-202,kernel,0,,ARPT: 662096.028575: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:4de9:a101:c96c:f28b,4bc5bb57eb1536fd931a5667623525a4,ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>
317,318,Jul,2,19:35:32,calvisitor-10-105-163-202,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,0a945237661a592b8c0a065b8ca769af,AppleThunder<*>NHIType<*>::waitFor<*> - intel_rp = <*> dlla_reporting_supported = <*>
318,319,Jul,2,19:48:11,calvisitor-10-105-163-202,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 314896 seconds.  Ignoring.",27e8f3955b1e79c3c6894dcc76f87315,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
319,320,Jul,2,19:48:20,calvisitor-10-105-163-202,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 106 seconds.  Ignoring.",27e8f3955b1e79c3c6894dcc76f87315,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
320,321,Jul,2,19:48:30,calvisitor-10-105-163-202,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,f42dcd96f043a8aada9b704a9ca4b8a0,Thermal pressure state: <*> Memory pressure state: <*>
321,322,Jul,2,20:01:48,calvisitor-10-105-163-202,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,c86dfdd94b56ae915883c66a3ce56ca1,Bluetooth -- LE is supported - Disable LE meta event
322,323,Jul,2,20:01:48,calvisitor-10-105-163-202,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5,3e8c15601953e091acd6d5a3ab375d23,AppleThunderboltNHIType<*>::waitForOk<*> - retries = <*>
323,324,Jul,2,20:01:48,calvisitor-10-105-163-202,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 03:01:48 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),cf9394b140886dd7f61b9cc8d953c8be,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=(<*>) when=<*>-<*> confidence=<*> from=(<*>)/(<*>) (UABestAppSuggestionManager<*>)
324,325,Jul,2,20:01:59,calvisitor-10-105-163-202,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 61304 seconds.  Ignoring.",27e8f3955b1e79c3c6894dcc76f87315,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
325,326,Jul,2,20:15:26,calvisitor-10-105-163-202,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,f4ada0a2b8578e3caae3965378c8086d,<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
326,327,Jul,2,20:15:26,calvisitor-10-105-163-202,kernel,0,,AppleCamIn::wakeEventHandlerThread,016decaed806d0961f4abb0d45b7c294,AppleCamIn::wakeEventHandlerThread
327,328,Jul,2,20:22:06,calvisitor-10-105-163-202,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 03:22:06 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),cf9394b140886dd7f61b9cc8d953c8be,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=(<*>) when=<*>-<*> confidence=<*> from=(<*>)/(<*>) (UABestAppSuggestionManager<*>)
328,329,Jul,2,20:22:38,calvisitor-10-105-163-202,WindowServer,184,,"device_generate_lock_screen_screenshot: authw 0x7fa823962400(2000)[0, 0, 1440, 900] shield 0x7fa82d372000(2001), dev [1440,900]",dd381761a08f59a30bd275d40b2b2096,"device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>), <*> [<*>,<*>]"
