,LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
401,402,2015-10-18,"18:03:17,874",INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
402,403,2015-10-18,"18:03:17,968",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
403,404,2015-10-18,"18:03:17,968",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
404,405,2015-10-18,"18:03:18,968",INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.27765483,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
405,406,2015-10-18,"18:03:18,999",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
406,407,2015-10-18,"18:03:18,999",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
407,408,2015-10-18,"18:03:20,077",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
408,409,2015-10-18,"18:03:20,077",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
409,410,2015-10-18,"18:03:20,890",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
410,411,2015-10-18,"18:03:21,062",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
411,412,2015-10-18,"18:03:21,327",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
412,413,2015-10-18,"18:03:21,327",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
413,414,2015-10-18,"18:03:21,609",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
414,415,2015-10-18,"18:03:22,109",INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.27765483,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
415,416,2015-10-18,"18:03:22,437",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
416,417,2015-10-18,"18:03:22,437",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
417,418,2015-10-18,"18:03:23,484",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
418,419,2015-10-18,"18:03:23,484",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
419,420,2015-10-18,"18:03:24,390",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
420,421,2015-10-18,"18:03:24,546",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
421,422,2015-10-18,"18:03:24,546",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
422,423,2015-10-18,"18:03:24,562",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
423,424,2015-10-18,"18:03:25,281",INFO,IPC Server handler 6 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.27765483,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
424,425,2015-10-18,"18:03:25,406",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
425,426,2015-10-18,"18:03:25,953",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
426,427,2015-10-18,"18:03:25,953",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
427,428,2015-10-18,"18:03:26,984",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
428,429,2015-10-18,"18:03:26,984",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
429,430,2015-10-18,"18:03:27,875",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
430,431,2015-10-18,"18:03:28,000",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
431,432,2015-10-18,"18:03:28,109",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
432,433,2015-10-18,"18:03:28,109",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
433,434,2015-10-18,"18:03:28,297",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.358454,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
434,435,2015-10-18,"18:03:28,937",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
435,436,2015-10-18,"18:03:29,297",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
436,437,2015-10-18,"18:03:29,297",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
437,438,2015-10-18,"18:03:30,531",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
438,439,2015-10-18,"18:03:30,531",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
439,440,2015-10-18,"18:03:31,328",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.36323506,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
440,441,2015-10-18,"18:03:31,391",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
441,442,2015-10-18,"18:03:31,656",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
442,443,2015-10-18,"18:03:31,656",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
443,444,2015-10-18,"18:03:32,250",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
444,445,2015-10-18,"18:03:32,641",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
445,446,2015-10-18,"18:03:32,984",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
446,447,2015-10-18,"18:03:32,984",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
447,448,2015-10-18,"18:03:34,188",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
448,449,2015-10-18,"18:03:34,188",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
449,450,2015-10-18,"18:03:34,422",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.36323506,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
450,451,2015-10-18,"18:03:34,844",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
451,452,2015-10-18,"18:03:35,250",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
452,453,2015-10-18,"18:03:35,250",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
453,454,2015-10-18,"18:03:35,625",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.20757815,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
454,455,2015-10-18,"18:03:36,063",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
455,456,2015-10-18,"18:03:36,297",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
456,457,2015-10-18,"18:03:36,297",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
457,458,2015-10-18,"18:03:37,391",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
458,459,2015-10-18,"18:03:37,391",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
459,460,2015-10-18,"18:03:37,532",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.36323506,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
460,461,2015-10-18,"18:03:38,360",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
461,462,2015-10-18,"18:03:38,500",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
462,463,2015-10-18,"18:03:38,500",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
463,464,2015-10-18,"18:03:38,875",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.24035259,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
464,465,2015-10-18,"18:03:39,219",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.22765201,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
465,466,2015-10-18,"18:03:39,625",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
466,467,2015-10-18,"18:03:39,625",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
467,468,2015-10-18,"18:03:40,610",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.4486067,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
468,469,2015-10-18,"18:03:40,688",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
469,470,2015-10-18,"18:03:40,688",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
470,471,2015-10-18,"18:03:41,766",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
471,472,2015-10-18,"18:03:41,766",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
472,473,2015-10-18,"18:03:41,907",INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19716828,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
473,474,2015-10-18,"18:03:42,391",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.26542902,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
474,475,2015-10-18,"18:03:42,719",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.26314905,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
475,476,2015-10-18,"18:03:42,907",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
476,477,2015-10-18,"18:03:42,907",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
477,478,2015-10-18,"18:03:43,766",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.4486067,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
478,479,2015-10-18,"18:03:44,048",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
479,480,2015-10-18,"18:03:44,048",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
480,481,2015-10-18,"18:03:45,063",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
481,482,2015-10-18,"18:03:45,063",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
482,483,2015-10-18,"18:03:45,345",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.23859076,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
483,484,2015-10-18,"18:03:45,876",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
484,485,2015-10-18,"18:03:46,157",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
485,486,2015-10-18,"18:03:46,157",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
486,487,2015-10-18,"18:03:46,282",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.27772525,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
487,488,2015-10-18,"18:03:46,813",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.4486067,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
488,489,2015-10-18,"18:03:47,173",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
489,490,2015-10-18,"18:03:47,173",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
490,491,2015-10-18,"18:03:48,204",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",f9a611d4919f3b3a033d5d4ea9961bbf,"Recalculating schedule, headroom=<memory:<*>, vCores<*>"
491,492,2015-10-18,"18:03:48,204",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,1fbfd66f28f479cded7c27fb6a2d2f3c,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
492,493,2015-10-18,"18:03:49,189",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006,3670935b991196c6c33ad097e396863e,Progress of TaskAttempt <*> is : <*>
